,0
0,1.0
1,1.3333333333333333
2,1.25
3,1.4
4,1.3333333333333333
5,1.4285714285714286
6,1.375
7,1.3333333333333333
8,1.3
9,1.1818181818181819
10,1.1666666666666667
11,1.1538461538461537
12,1.1428571428571428
13,1.1333333333333333
14,1.125
15,1.1176470588235294
16,1.1666666666666667
17,1.2105263157894737
18,1.15
19,1.1904761904761905
20,1.1818181818181819
21,1.2173913043478262
22,1.2083333333333333
23,1.2
24,1.2307692307692308
25,1.2222222222222223
26,1.25
27,1.2413793103448276
28,1.2333333333333334
29,1.2580645161290323
30,1.28125
31,1.2727272727272727
32,1.2647058823529411
33,1.2571428571428571
34,1.25
35,1.2432432432432432
36,1.236842105263158
37,1.2307692307692308
38,1.225
39,1.2195121951219512
40,1.2142857142857142
41,1.2093023255813953
42,1.25
43,1.2444444444444445
44,1.2173913043478262
45,1.2127659574468086
46,1.2083333333333333
47,1.2040816326530612
48,1.22
49,1.2156862745098038
50,1.2307692307692308
51,1.2264150943396226
52,1.2222222222222223
53,1.2363636363636363
54,1.2142857142857142
55,1.2456140350877194
56,1.2413793103448276
57,1.2203389830508475
58,1.2333333333333334
59,1.2131147540983607
60,1.2258064516129032
61,1.2380952380952381
62,1.265625
63,1.2307692307692308
64,1.2575757575757576
65,1.2388059701492538
66,1.25
67,1.2608695652173914
68,1.2714285714285714
69,1.2394366197183098
70,1.25
71,1.2328767123287672
72,1.2702702702702702
73,1.2533333333333334
74,1.25
75,1.2467532467532467
76,1.2692307692307692
77,1.2658227848101267
78,1.25
79,1.2592592592592593
80,1.2439024390243902
81,1.2650602409638554
82,1.2738095238095237
83,1.2823529411764707
84,1.2674418604651163
85,1.264367816091954
86,1.2386363636363635
87,1.2584269662921348
88,1.2666666666666666
89,1.2637362637362637
90,1.25
91,1.2580645161290323
92,1.2340425531914894
93,1.263157894736842
94,1.2604166666666667
95,1.2474226804123711
96,1.2346938775510203
97,1.2626262626262625
98,1.26
99,1.2574257425742574
100,1.2647058823529411
101,1.2718446601941749
102,1.2788461538461537
103,1.2666666666666666
104,1.2641509433962264
105,1.2616822429906542
106,1.2592592592592593
107,1.2660550458715596
108,1.2545454545454546
109,1.2702702702702702
110,1.2589285714285714
111,1.2743362831858407
112,1.263157894736842
113,1.2608695652173914
114,1.2586206896551724
115,1.2564102564102564
116,1.2627118644067796
117,1.2605042016806722
118,1.275
119,1.2644628099173554
120,1.2377049180327868
121,1.2682926829268293
122,1.2741935483870968
123,1.264
124,1.253968253968254
125,1.2598425196850394
126,1.2578125
127,1.2635658914728682
128,1.2692307692307692
129,1.2595419847328244
130,1.2727272727272727
131,1.255639097744361
132,1.2686567164179106
133,1.2592592592592593
134,1.2720588235294117
135,1.27007299270073
136,1.2826086956521738
137,1.2805755395683454
138,1.2785714285714285
139,1.2624113475177305
140,1.2605633802816902
141,1.2727272727272727
142,1.2638888888888888
143,1.2758620689655173
144,1.2808219178082192
145,1.2789115646258504
146,1.2837837837837838
147,1.2751677852348993
148,1.28
149,1.2781456953642385
150,1.2763157894736843
151,1.2941176470588236
152,1.2662337662337662
153,1.2838709677419355
154,1.2692307692307692
155,1.2802547770700636
156,1.2848101265822784
157,1.2767295597484276
158,1.28125
159,1.2857142857142858
160,1.2839506172839505
161,1.2822085889570551
162,1.2865853658536586
163,1.284848484848485
164,1.2771084337349397
165,1.2934131736526946
166,1.2976190476190477
167,1.272189349112426
168,1.2823529411764707
169,1.286549707602339
170,1.2906976744186047
171,1.277456647398844
172,1.293103448275862
173,1.2857142857142858
174,1.2897727272727273
175,1.2994350282485876
176,1.297752808988764
177,1.2737430167597765
178,1.288888888888889
179,1.292817679558011
180,1.2967032967032968
181,1.2950819672131149
182,1.2934782608695652
183,1.2756756756756757
184,1.2849462365591398
185,1.2994652406417113
186,1.2925531914893618
187,1.2962962962962963
188,1.2894736842105263
189,1.2984293193717278
190,1.296875
191,1.2901554404145077
192,1.288659793814433
193,1.2923076923076924
194,1.3010204081632653
195,1.299492385786802
196,1.297979797979798
197,1.2914572864321607
198,1.3
199,1.2885572139303483
200,1.2920792079207921
201,1.2955665024630543
202,1.2990196078431373
203,1.2975609756097561
204,1.296116504854369
205,1.2705314009661837
206,1.2932692307692308
207,1.291866028708134
208,1.2904761904761906
209,1.2843601895734598
210,1.2971698113207548
211,1.2910798122065728
212,1.3037383177570094
213,1.2744186046511627
214,1.3009259259259258
215,1.304147465437788
216,1.2844036697247707
217,1.3059360730593608
218,1.3
219,1.3076923076923077
220,1.3063063063063063
221,1.2914798206278026
222,1.2991071428571428
223,1.3022222222222222
224,1.3008849557522124
225,1.2907488986784141
226,1.3070175438596492
227,1.296943231441048
228,1.308695652173913
229,1.3073593073593073
230,1.3103448275862069
231,1.3090128755364807
232,1.3034188034188035
233,1.3021276595744682
234,1.2881355932203389
235,1.3080168776371308
236,1.3025210084033614
237,1.301255230125523
238,1.3083333333333333
239,1.3029045643153527
240,1.3016528925619835
241,1.308641975308642
242,1.3073770491803278
243,1.3061224489795917
244,1.2967479674796747
245,1.3076923076923077
246,1.310483870967742
247,1.3012048192771084
248,1.304
249,1.3067729083665338
250,1.3015873015873016
251,1.3043478260869565
252,1.3031496062992125
253,1.3019607843137255
254,1.296875
255,1.284046692607004
256,1.302325581395349
257,1.308880308880309
258,1.3
259,1.3103448275862069
260,1.2900763358778626
261,1.3041825095057034
262,1.2878787878787878
263,1.3094339622641509
264,1.2894736842105263
265,1.307116104868914
266,1.3097014925373134
267,1.2973977695167287
268,1.3111111111111111
269,1.3025830258302582
270,1.3088235294117647
271,1.3003663003663004
272,1.302919708029197
273,1.309090909090909
274,1.3079710144927537
275,1.3068592057761732
276,1.3021582733812949
277,1.3082437275985663
278,1.2964285714285715
279,1.291814946619217
280,1.297872340425532
281,1.3074204946996466
282,1.306338028169014
283,1.3087719298245615
284,1.3076923076923077
285,1.3031358885017421
286,1.3090277777777777
287,1.314878892733564
288,1.3103448275862069
289,1.309278350515464
290,1.3150684931506849
291,1.3071672354948805
292,1.316326530612245
293,1.3186440677966103
294,1.304054054054054
295,1.3164983164983164
296,1.3053691275167785
297,1.3110367892976589
298,1.3166666666666667
299,1.3222591362126246
300,1.3178807947019868
301,1.3003300330033003
302,1.319078947368421
303,1.301639344262295
304,1.3169934640522876
305,1.3094462540716612
306,1.3149350649350648
307,1.313915857605178
308,1.3193548387096774
309,1.315112540192926
310,1.3173076923076923
311,1.3099041533546325
312,1.3089171974522293
313,1.307936507936508
314,1.3132911392405062
315,1.3059936908517351
316,1.3176100628930818
317,1.3134796238244515
318,1.3125
319,1.308411214953271
320,1.3074534161490683
321,1.3126934984520124
322,1.3179012345679013
323,1.3169230769230769
324,1.3190184049079754
325,1.3211009174311927
326,1.3231707317073171
327,1.3130699088145896
328,1.3181818181818181
329,1.3141993957703928
330,1.319277108433735
331,1.3093093093093093
332,1.3083832335329342
333,1.3253731343283581
334,1.3244047619047619
335,1.3264094955489614
336,1.3106508875739644
337,1.3156342182890854
338,1.3323529411764705
339,1.3255131964809383
340,1.3216374269005848
341,1.3265306122448979
342,1.3255813953488371
343,1.3217391304347825
344,1.3179190751445087
345,1.314121037463977
346,1.3189655172413792
347,1.329512893982808
348,1.3114285714285714
349,1.3276353276353277
350,1.3210227272727273
351,1.3257790368271956
352,1.3192090395480225
353,1.3183098591549296
354,1.3174157303370786
355,1.3221288515406162
356,1.318435754189944
357,1.317548746518106
358,1.3083333333333333
359,1.3213296398891967
360,1.3232044198895028
361,1.322314049586777
362,1.3076923076923077
363,1.3205479452054794
364,1.3114754098360655
365,1.32425068119891
366,1.3206521739130435
367,1.3170731707317074
368,1.3054054054054054
369,1.3180592991913747
370,1.3225806451612903
371,1.3163538873994638
372,1.3235294117647058
373,1.32
374,1.3191489361702127
375,1.3183023872679045
376,1.3148148148148149
377,1.3087071240105541
378,1.318421052631579
379,1.3175853018372703
380,1.3167539267015707
381,1.318537859007833
382,1.3125
383,1.3194805194805195
384,1.3134715025906736
385,1.3255813953488371
386,1.3195876288659794
387,1.3161953727506426
388,1.3205128205128205
389,1.3222506393861893
390,1.316326530612245
391,1.3206106870229009
392,1.3223350253807107
393,1.3012658227848102
394,1.3232323232323233
395,1.3198992443324937
396,1.3241206030150754
397,1.3157894736842106
398,1.32
399,1.3241895261845387
400,1.3258706467661692
401,1.3200992555831266
402,1.3242574257425743
403,1.3160493827160493
404,1.3177339901477831
405,1.3218673218673218
406,1.3235294117647058
407,1.3227383863080684
408,1.3170731707317074
409,1.316301703163017
410,1.325242718446602
411,1.3220338983050848
412,1.3140096618357489
413,1.3277108433734939
414,1.3269230769230769
415,1.3213429256594724
416,1.3229665071770336
417,1.3174224343675418
418,1.3238095238095238
419,1.323040380047506
420,1.3080568720379147
421,1.326241134751773
422,1.3089622641509433
423,1.3247058823529412
424,1.323943661971831
425,1.3185011709601873
426,1.324766355140187
427,1.3286713286713288
428,1.3209302325581396
429,1.320185614849188
430,1.3194444444444444
431,1.325635103926097
432,1.327188940092166
433,1.3218390804597702
434,1.323394495412844
435,1.322654462242563
436,1.3242009132420092
437,1.325740318906606
438,1.3295454545454546
439,1.3265306122448979
440,1.3280542986425339
441,1.327313769751693
442,1.3243243243243243
443,1.3280898876404494
444,1.3340807174887892
445,1.3333333333333333
446,1.3303571428571428
447,1.329621380846325
448,1.3288888888888888
449,1.3325942350332594
450,1.3274336283185841
451,1.3333333333333333
452,1.3237885462555066
453,1.3274725274725274
454,1.3333333333333333
455,1.3326039387308535
456,1.3187772925764192
457,1.3311546840958606
458,1.3239130434782609
459,1.334056399132321
460,1.3246753246753247
461,1.3304535637149029
462,1.334051724137931
463,1.3268817204301075
464,1.332618025751073
465,1.3319057815845825
466,1.3247863247863247
467,1.3304904051172708
468,1.3361702127659574
469,1.3290870488322717
470,1.3368644067796611
471,1.3298097251585623
472,1.3248945147679325
473,1.3221052631578947
474,1.334033613445378
475,1.3228511530398324
476,1.3179916317991631
477,1.3340292275574113
478,1.33125
479,1.3264033264033264
480,1.3236514522821576
481,1.320910973084886
482,1.328512396694215
483,1.3278350515463917
484,1.331275720164609
485,1.324435318275154
486,1.3237704918032787
487,1.3312883435582823
488,1.3306122448979592
489,1.3258655804480652
490,1.3211382113821137
491,1.3225152129817443
492,1.3299595141700404
493,1.3232323232323233
494,1.3084677419354838
495,1.3279678068410463
496,1.3353413654618473
497,1.3206412825651304
498,1.322
499,1.3213572854291418
500,1.3147410358565736
501,1.3240556660039762
502,1.3134920634920635
503,1.3346534653465347
504,1.3280632411067195
505,1.3234714003944774
506,1.330708661417323
507,1.3320235756385068
508,1.3294117647058823
509,1.3307240704500978
510,1.322265625
511,1.3235867446393763
512,1.3326848249027237
513,1.3281553398058252
514,1.3275193798449612
515,1.3249516441005802
516,1.3281853281853282
517,1.323699421965318
518,1.3192307692307692
519,1.326295585412668
520,1.3199233716475096
521,1.3231357552581262
522,1.33206106870229
523,1.32
524,1.332699619771863
525,1.3263757115749526
526,1.3257575757575757
527,1.3270321361058601
528,1.3150943396226416
529,1.329566854990584
530,1.3251879699248121
531,1.326454033771107
532,1.3277153558052435
533,1.3327102803738318
534,1.3246268656716418
535,1.329608938547486
536,1.325278810408922
537,1.3283858998144713
538,1.3240740740740742
539,1.3142329020332717
540,1.3284132841328413
541,1.3278084714548803
542,1.3272058823529411
543,1.3247706422018348
544,1.3205128205128205
545,1.3272394881170018
546,1.332116788321168
547,1.3278688524590163
548,1.3236363636363637
549,1.32486388384755
550,1.3278985507246377
551,1.3291139240506329
552,1.3249097472924187
553,1.3261261261261261
554,1.3273381294964028
555,1.3321364452423698
556,1.3243727598566308
557,1.329159212880143
558,1.3357142857142856
559,1.3297682709447416
560,1.3291814946619218
561,1.325044404973357
562,1.3173758865248226
563,1.3238938053097344
564,1.3303886925795052
565,1.3315696649029982
566,1.329225352112676
567,1.3339191564147628
568,1.3333333333333333
569,1.3292469352014011
570,1.3304195804195804
571,1.3298429319371727
572,1.3257839721254356
573,1.325217391304348
574,1.3333333333333333
575,1.3275563258232235
576,1.3269896193771626
577,1.3264248704663213
578,1.3241379310344827
579,1.3253012048192772
580,1.3281786941580755
581,1.3276157804459692
582,1.3287671232876712
583,1.3264957264957264
584,1.31740614334471
585,1.3253833049403747
586,1.3197278911564625
587,1.3242784380305603
588,1.3220338983050848
589,1.3265651438240271
590,1.3293918918918919
591,1.3254637436762227
592,1.32996632996633
593,1.3260504201680672
594,1.330536912751678
595,1.3299832495812396
596,1.3311036789297659
597,1.330550918196995
598,1.33
599,1.3277870216306156
600,1.3322259136212624
601,1.3366500829187395
602,1.3278145695364238
603,1.3322314049586776
604,1.3366336633663367
605,1.3327841845140034
606,1.3338815789473684
607,1.3251231527093597
608,1.3360655737704918
609,1.3355155482815058
610,1.3251633986928104
611,1.33278955954323
612,1.3322475570032573
613,1.3317073170731708
614,1.327922077922078
615,1.3371150729335495
616,1.3349514563106797
617,1.3311793214862682
618,1.332258064516129
619,1.3317230273752012
620,1.3360128617363345
621,1.3370786516853932
622,1.330128205128205
623,1.3344
624,1.329073482428115
625,1.328548644338118
626,1.3328025477707006
627,1.3338632750397457
628,1.3349206349206348
629,1.3328050713153725
630,1.3306962025316456
631,1.3317535545023698
632,1.33596214511041
633,1.3275590551181102
634,1.330188679245283
635,1.3312401883830456
636,1.3213166144200628
637,1.3317683881064162
638,1.3359375
639,1.3354134165366616
640,1.3271028037383177
641,1.3203732503888024
642,1.3385093167701863
643,1.330232558139535
644,1.3219814241486068
645,1.3369397217928902
646,1.3271604938271604
647,1.3312788906009245
648,1.3369230769230769
649,1.327188940092166
650,1.3312883435582823
651,1.332312404287902
652,1.3287461773700306
653,1.3297709923664123
654,1.329268292682927
655,1.330289193302892
656,1.3328267477203648
657,1.330804248861912
658,1.3287878787878789
659,1.3282904689863844
660,1.3217522658610272
661,1.3288084464555052
662,1.3313253012048192
663,1.3278195488721805
664,1.3288288288288288
665,1.3313343328335832
666,1.3278443113772456
667,1.3333333333333333
668,1.3313432835820895
669,1.3323397913561847
670,1.3258928571428572
671,1.3298662704309063
672,1.324925816023739
673,1.3288888888888888
674,1.3269230769230769
675,1.329394387001477
676,1.3259587020648969
677,1.3313696612665684
678,1.3323529411764705
679,1.3230543318649046
680,1.3255131964809383
681,1.3308931185944364
682,1.3304093567251463
683,1.3255474452554745
684,1.3294460641399417
685,1.3245997088791848
686,1.3313953488372092
687,1.3309143686502176
688,1.3246376811594203
689,1.3241678726483357
690,1.3251445086705202
691,1.3189033189033188
692,1.3299711815561959
693,1.3280575539568344
694,1.3275862068965518
695,1.3328550932568148
696,1.330945558739255
697,1.3276108726752505
698,1.3285714285714285
699,1.3352353780313837
700,1.331908831908832
701,1.3243243243243243
702,1.3295454545454546
703,1.3219858156028368
704,1.3300283286118981
705,1.3253182461103252
706,1.3319209039548023
707,1.3342736248236953
708,1.328169014084507
709,1.3248945147679325
710,1.321629213483146
711,1.3309957924263676
712,1.3333333333333333
713,1.3314685314685315
714,1.3282122905027933
715,1.3235704323570432
716,1.3217270194986073
717,1.3282336578581364
718,1.3277777777777777
719,1.3287101248266298
720,1.3296398891966759
721,1.3250345781466113
722,1.324585635359116
723,1.326896551724138
724,1.3305785123966942
725,1.3259972489683631
726,1.331043956043956
727,1.327846364883402
728,1.33013698630137
