,0
0,2.0
1,2.0
2,2.0
3,1.8
4,1.8333333333333333
5,1.8571428571428572
6,1.875
7,1.8888888888888888
8,1.8
9,1.8181818181818181
10,1.8333333333333333
11,1.8461538461538463
12,1.9285714285714286
13,1.8
14,1.875
15,1.9411764705882353
16,1.8888888888888888
17,1.8421052631578947
18,1.95
19,1.9047619047619047
20,1.8636363636363635
21,1.9565217391304348
22,1.875
23,1.96
24,2.0
25,1.8888888888888888
26,1.9285714285714286
27,1.9310344827586208
28,1.9666666666666666
29,2.0
30,2.0
31,2.0
32,2.0
33,1.9714285714285715
34,2.0
35,2.0
36,1.9736842105263157
37,1.9743589743589745
38,1.975
39,1.975609756097561
40,2.0
41,1.9767441860465116
42,1.9772727272727273
43,1.9555555555555555
44,1.9782608695652173
45,1.9574468085106382
46,2.0
47,2.0
48,2.0
49,1.9803921568627452
50,1.9807692307692308
51,2.0
52,1.9814814814814814
53,2.0
54,2.0
55,1.9824561403508771
56,1.9655172413793103
57,1.9830508474576272
58,1.95
59,2.0
60,2.0
61,1.9841269841269842
62,2.0
63,1.9846153846153847
64,1.9848484848484849
65,1.9701492537313432
66,1.9852941176470589
67,1.9855072463768115
68,1.9857142857142858
69,1.9859154929577465
70,1.9861111111111112
71,1.9863013698630136
72,1.9864864864864864
73,1.9866666666666666
74,1.9736842105263157
75,1.9870129870129871
76,1.9743589743589745
77,1.9873417721518987
78,1.9875
79,1.9506172839506173
80,1.9878048780487805
81,1.9518072289156627
82,1.9642857142857142
83,1.964705882352941
84,1.941860465116279
85,1.9425287356321839
86,1.9659090909090908
87,1.9550561797752808
88,1.9444444444444444
89,1.967032967032967
90,1.9673913043478262
91,1.967741935483871
92,1.9680851063829787
93,1.9473684210526316
94,1.96875
95,1.9690721649484537
96,1.969387755102041
97,1.9696969696969697
98,1.97
99,1.9603960396039604
100,1.9509803921568627
101,1.970873786407767
102,1.9519230769230769
103,1.9619047619047618
104,1.971698113207547
105,1.97196261682243
106,1.962962962962963
107,1.9724770642201834
108,1.9545454545454546
109,1.972972972972973
110,1.9642857142857142
111,1.9734513274336283
112,1.9736842105263157
113,1.9739130434782608
114,1.9741379310344827
115,1.9658119658119657
116,1.9745762711864407
117,1.9663865546218486
118,1.975
119,1.975206611570248
120,1.9672131147540983
121,1.967479674796748
122,1.9758064516129032
123,1.976
124,1.9682539682539681
125,1.968503937007874
126,1.9765625
127,1.9767441860465116
128,1.9692307692307693
129,1.9618320610687023
130,1.9621212121212122
131,1.9774436090225564
132,1.962686567164179
133,1.9703703703703703
134,1.9779411764705883
135,1.948905109489051
136,1.963768115942029
137,1.9640287769784173
138,1.9714285714285715
139,1.9574468085106382
140,1.971830985915493
141,1.972027972027972
142,1.9722222222222223
143,1.9517241379310344
144,1.9726027397260273
145,1.9727891156462585
146,1.9662162162162162
147,1.9731543624161074
148,1.9666666666666666
149,1.9735099337748345
150,1.9605263157894737
151,1.973856209150327
152,1.974025974025974
153,1.9741935483870967
154,1.9743589743589745
155,1.9681528662420382
156,1.9746835443037976
157,1.9748427672955975
158,1.975
159,1.9751552795031055
160,1.9691358024691359
161,1.9754601226993864
162,1.9695121951219512
163,1.9757575757575758
164,1.9578313253012047
165,1.9760479041916168
166,1.9761904761904763
167,1.9763313609467457
168,1.9764705882352942
169,1.976608187134503
170,1.9767441860465116
171,1.976878612716763
172,1.9770114942528736
173,1.977142857142857
174,1.9772727272727273
175,1.9774011299435028
176,1.9719101123595506
177,1.9776536312849162
178,1.9666666666666666
179,1.977900552486188
180,1.967032967032967
181,1.9781420765027322
182,1.9782608695652173
183,1.9783783783783784
184,1.9623655913978495
185,1.9732620320855614
186,1.9787234042553192
187,1.9788359788359788
188,1.9789473684210526
189,1.968586387434555
190,1.9739583333333333
191,1.9792746113989637
192,1.9690721649484537
193,1.9794871794871796
194,1.9642857142857142
195,1.9796954314720812
196,1.9747474747474747
197,1.9547738693467336
198,1.98
199,1.9800995024875623
200,1.9653465346534653
201,1.9605911330049262
202,1.9803921568627452
203,1.9658536585365853
204,1.970873786407767
205,1.9758454106280192
206,1.9759615384615385
207,1.9808612440191387
208,1.9761904761904763
209,1.9763033175355451
210,1.9764150943396226
211,1.9624413145539905
212,1.9813084112149533
213,1.972093023255814
214,1.9583333333333333
215,1.9631336405529953
216,1.981651376146789
217,1.9771689497716896
218,1.981818181818182
219,1.9819004524886878
220,1.981981981981982
221,1.968609865470852
222,1.9776785714285714
223,1.9733333333333334
224,1.9823008849557522
225,1.9823788546255507
226,1.9780701754385965
227,1.982532751091703
228,1.982608695652174
229,1.9696969696969697
230,1.978448275862069
231,1.9785407725321889
232,1.9786324786324787
233,1.9702127659574469
234,1.9703389830508475
235,1.9831223628691983
236,1.9789915966386555
237,1.9790794979079498
238,1.9791666666666667
239,1.962655601659751
240,1.9710743801652892
241,1.962962962962963
242,1.9631147540983607
243,1.9673469387755103
244,1.9715447154471544
245,1.9676113360323886
246,1.9758064516129032
247,1.9598393574297188
248,1.972
249,1.9800796812749004
250,1.9841269841269842
251,1.976284584980237
252,1.984251968503937
253,1.968627450980392
254,1.9765625
255,1.9649805447470816
256,1.9651162790697674
257,1.9806949806949807
258,1.9807692307692308
259,1.9808429118773947
260,1.984732824427481
261,1.984790874524715
262,1.9696969696969697
263,1.9849056603773585
264,1.9774436090225564
265,1.9662921348314606
266,1.9850746268656716
267,1.9776951672862453
268,1.9703703703703703
269,1.981549815498155
270,1.9779411764705883
271,1.978021978021978
272,1.9854014598540146
273,1.9854545454545454
274,1.9710144927536233
275,1.9747292418772564
276,1.9784172661870503
277,1.982078853046595
278,1.9785714285714286
279,1.9679715302491103
280,1.9680851063829787
281,1.9787985865724382
282,1.9612676056338028
283,1.9789473684210526
284,1.986013986013986
285,1.9825783972125435
286,1.9861111111111112
287,1.9826989619377162
288,1.986206896551724
289,1.986254295532646
290,1.9657534246575343
291,1.9795221843003412
292,1.9761904761904763
293,1.9796610169491526
294,1.9763513513513513
295,1.9831649831649831
296,1.983221476510067
297,1.9832775919732442
298,1.9833333333333334
299,1.9767441860465116
300,1.9801324503311257
301,1.9801980198019802
302,1.9835526315789473
303,1.9868852459016393
304,1.9705882352941178
305,1.98371335504886
306,1.9642857142857142
307,1.9741100323624596
308,1.9870967741935484
309,1.9807073954983923
310,1.9743589743589745
311,1.987220447284345
312,1.9777070063694266
313,1.980952380952381
314,1.9841772151898733
315,1.9842271293375395
316,1.971698113207547
317,1.9874608150470219
318,1.971875
319,1.9750778816199377
320,1.9875776397515528
321,1.9752321981424148
322,1.978395061728395
323,1.9723076923076923
324,1.9754601226993864
325,1.963302752293578
326,1.9878048780487805
327,1.987841945288754
328,1.9787878787878788
329,1.9818731117824773
330,1.9789156626506024
331,1.978978978978979
332,1.9880239520958083
333,1.9791044776119402
334,1.9821428571428572
335,1.9792284866468843
336,1.967455621301775
337,1.9734513274336283
338,1.9823529411764707
339,1.9824046920821115
340,1.976608187134503
341,1.9795918367346939
342,1.9796511627906976
343,1.9855072463768115
344,1.9826589595375723
345,1.9740634005763689
346,1.9827586206896552
347,1.9713467048710602
348,1.977142857142857
349,1.9772079772079771
350,1.9801136363636365
351,1.9773371104815864
352,1.9745762711864407
353,1.9830985915492958
354,1.9775280898876404
355,1.9859943977591037
356,1.9832402234636872
357,1.9693593314763231
358,1.9833333333333334
359,1.9806094182825484
360,1.9861878453038675
361,1.9834710743801653
362,1.9835164835164836
363,1.9808219178082191
364,1.9863387978142077
365,1.9836512261580381
366,1.9809782608695652
367,1.983739837398374
368,1.9864864864864864
369,1.9838274932614555
370,1.978494623655914
371,1.9812332439678284
372,1.981283422459893
373,1.9786666666666666
374,1.976063829787234
375,1.9681697612732096
376,1.9867724867724867
377,1.9868073878627968
378,1.986842105263158
379,1.9816272965879265
380,1.9842931937172774
381,1.9843342036553524
382,1.9869791666666667
383,1.9792207792207792
384,1.9818652849740932
385,1.979328165374677
386,1.981958762886598
387,1.9794344473007712
388,1.9794871794871796
389,1.9718670076726343
390,1.9872448979591837
391,1.9872773536895674
392,1.9771573604060915
393,1.9746835443037976
394,1.97979797979798
395,1.977329974811083
396,1.9748743718592965
397,1.9724310776942355
398,1.9825
399,1.9875311720698254
400,1.9776119402985075
401,1.9826302729528535
402,1.9702970297029703
403,1.9753086419753085
404,1.9827586206896552
405,1.968058968058968
406,1.9803921568627452
407,1.982885085574572
408,1.9878048780487805
409,1.9878345498783454
410,1.9854368932038835
411,1.9854721549636805
412,1.9855072463768115
413,1.9807228915662651
414,1.9879807692307692
415,1.9832134292565948
416,1.9880382775119618
417,1.9880668257756564
418,1.9857142857142858
419,1.9833729216152018
420,1.9763033175355451
421,1.9763593380614657
422,1.974056603773585
423,1.9717647058823529
424,1.9788732394366197
425,1.981264637002342
426,1.985981308411215
427,1.9813519813519813
428,1.986046511627907
429,1.988399071925754
430,1.9768518518518519
431,1.976905311778291
432,1.9746543778801844
433,1.986206896551724
434,1.9770642201834863
435,1.977116704805492
436,1.9885844748858448
437,1.9772209567198178
438,1.9886363636363635
439,1.9750566893424035
440,1.98868778280543
441,1.9841986455981941
442,1.9774774774774775
443,1.9752808988764046
444,1.9618834080717489
445,1.9843400447427293
446,1.9821428571428572
447,1.9799554565701558
448,1.9844444444444445
449,1.9844789356984478
450,1.9867256637168142
451,1.9779249448123621
452,1.9779735682819384
453,1.9802197802197803
454,1.9890350877192982
455,1.986870897155361
456,1.98471615720524
457,1.9869281045751634
458,1.982608695652174
459,1.982646420824295
460,1.9805194805194806
461,1.9762419006479481
462,1.9827586206896552
463,1.9827956989247313
464,1.9892703862660943
465,1.9828693790149894
466,1.9807692307692308
467,1.9850746268656716
468,1.9829787234042553
469,1.9830148619957537
470,1.9872881355932204
471,1.9830866807610994
472,1.9852320675105486
473,1.9852631578947368
474,1.9852941176470589
475,1.9811320754716981
476,1.9811715481171548
477,1.9874739039665972
478,1.9854166666666666
479,1.977130977130977
480,1.9854771784232366
481,1.9834368530020703
482,1.9896694214876034
483,1.9896907216494846
484,1.9814814814814814
485,1.9835728952772074
486,1.9836065573770492
487,1.98159509202454
488,1.9755102040816326
489,1.9837067209775967
490,1.983739837398374
491,1.9858012170385395
492,1.9757085020242915
493,1.981818181818182
494,1.9778225806451613
495,1.9839034205231387
496,1.9899598393574298
497,1.9799599198396793
498,1.98
499,1.9840319361277445
500,1.9840637450199203
501,1.9801192842942346
502,1.9821428571428572
503,1.9762376237623762
504,1.9901185770750989
505,1.9842209072978303
506,1.9881889763779528
507,1.9803536345776032
508,1.9725490196078432
509,1.9804305283757337
510,1.982421875
511,1.9746588693957114
512,1.9805447470817121
513,1.9864077669902913
514,1.9806201550387597
515,1.9845261121856868
516,1.9864864864864864
517,1.9903660886319845
518,1.976923076923077
519,1.9865642994241843
520,1.9846743295019158
521,1.9751434034416826
522,1.9809160305343512
523,1.9904761904761905
524,1.984790874524715
525,1.9810246679316887
526,1.9848484848484849
527,1.9810964083175804
528,1.9886792452830189
529,1.990583804143126
530,1.9887218045112782
531,1.979362101313321
532,1.9906367041198503
533,1.9813084112149533
534,1.9757462686567164
535,1.9906890130353818
536,1.9851301115241635
537,1.9833024118738405
538,1.9722222222222223
539,1.990757855822551
540,1.988929889298893
541,1.9834254143646408
542,1.9816176470588236
543,1.9889908256880735
544,1.9816849816849818
545,1.983546617915905
546,1.989051094890511
547,1.9799635701275045
548,1.9836363636363636
549,1.987295825771325
550,1.9764492753623188
551,1.9837251356238699
552,1.9819494584837545
553,1.981981981981982
554,1.9838129496402879
555,1.9874326750448834
556,1.985663082437276
557,1.9874776386404294
558,1.980357142857143
559,1.967914438502674
560,1.9822064056939501
561,1.9840142095914743
562,1.9804964539007093
563,1.9805309734513274
564,1.9840989399293287
565,1.9841269841269842
566,1.982394366197183
567,1.9894551845342707
568,1.987719298245614
569,1.9807355516637477
570,1.9807692307692308
571,1.9790575916230366
572,1.9843205574912892
573,1.9895652173913043
574,1.9791666666666667
575,1.9809358752166377
576,1.9896193771626298
577,1.987910189982729
578,1.9793103448275862
579,1.9896729776247848
580,1.9845360824742269
581,1.9845626072041167
582,1.9863013698630136
583,1.9794871794871796
584,1.9812286689419796
585,1.9744463373083476
586,1.9829931972789117
587,1.9881154499151104
588,1.9864406779661017
589,1.9830795262267344
590,1.9847972972972974
591,1.9814502529510962
592,1.9898989898989898
593,1.9798319327731093
594,1.9798657718120805
595,1.9782244556113904
596,1.9816053511705685
597,1.98330550918197
598,1.9833333333333334
599,1.983361064891847
600,1.973421926910299
601,1.9751243781094527
602,1.9834437086092715
603,1.9834710743801653
604,1.9851485148514851
605,1.9802306425041185
606,1.986842105263158
607,1.986863711001642
608,1.9885245901639343
609,1.9803600654664484
610,1.9820261437908497
611,1.9853181076672104
612,1.9674267100977199
613,1.9821138211382114
614,1.978896103896104
615,1.9789303079416531
616,1.9822006472491909
617,1.9903069466882068
618,1.9838709677419355
619,1.9822866344605474
620,1.9839228295819935
621,1.9823434991974318
622,1.983974358974359
623,1.9888
624,1.987220447284345
625,1.985645933014354
626,1.980891719745223
627,1.9809220985691574
628,1.9825396825396826
629,1.9762282091917591
630,1.985759493670886
631,1.9873617693522907
632,1.9842271293375395
633,1.977952755905512
634,1.990566037735849
635,1.9858712715855573
636,1.974921630094044
637,1.9906103286384977
638,1.984375
639,1.9828393135725428
640,1.985981308411215
641,1.9828926905132194
642,1.9798136645962734
643,1.9751937984496124
644,1.9845201238390093
645,1.98145285935085
646,1.978395061728395
647,1.9830508474576272
648,1.9753846153846153
649,1.9861751152073732
650,1.9754601226993864
651,1.986217457886677
652,1.9785932721712538
653,1.9816793893129772
654,1.978658536585366
655,1.9847792998477929
656,1.986322188449848
657,1.977238239757208
658,1.9893939393939395
659,1.9848714069591529
660,1.9712990936555892
661,1.9834087481146305
662,1.9864457831325302
663,1.9789473684210526
664,1.9804804804804805
665,1.9835082458770614
666,1.9745508982035929
667,1.9865470852017937
668,1.9880597014925374
669,1.9865871833084947
670,1.9880952380952381
671,1.988112927191679
672,1.9836795252225519
673,1.9807407407407407
674,1.9748520710059172
675,1.9778434268833087
676,1.9852507374631267
677,1.9823269513991164
678,1.9852941176470589
679,1.9838472834067549
680,1.9853372434017595
681,1.9780380673499267
682,1.9824561403508771
683,1.981021897810219
684,1.9854227405247813
685,1.9883551673944686
686,1.9796511627906976
687,1.9811320754716981
688,1.9840579710144928
689,1.9811866859623735
690,1.9841040462427746
691,1.9841269841269842
692,1.9798270893371759
693,1.9827338129496404
694,1.9770114942528736
695,1.981348637015782
696,1.9828080229226361
697,1.9828326180257512
698,1.9842857142857142
699,1.9828815977175465
700,1.9814814814814814
701,1.9829302987197723
702,1.9772727272727273
703,1.9843971631205675
704,1.9844192634560907
705,1.9886845827439887
706,1.9858757062146892
707,1.9788434414668548
708,1.980281690140845
709,1.9859353023909987
710,1.9831460674157304
711,1.9747545582047685
712,1.9831932773109244
713,1.9846153846153847
714,1.9860335195530727
715,1.9804741980474199
716,1.9846796657381616
717,1.976356050069541
718,1.9833333333333334
719,1.9750346740638003
720,1.9722991689750693
721,1.9737206085753805
722,1.9834254143646408
723,1.9875862068965517
724,1.9820936639118458
725,1.9807427785419531
726,1.9862637362637363
727,1.99039780521262
728,1.984931506849315
729,1.9712722298221614
730,1.9863387978142077
731,1.984993178717599
732,1.9877384196185286
733,1.9836734693877551
734,1.9755434782608696
735,1.9810040705563094
736,1.989159891598916
737,1.9905277401894452
738,1.9824324324324325
739,1.9865047233468287
740,1.9784366576819408
741,1.9892328398384926
742,1.978494623655914
743,1.98255033557047
744,1.979892761394102
745,1.9866131191432397
746,1.9852941176470589
747,1.985313751668892
748,1.9786666666666666
749,1.981358189081225
750,1.9827127659574468
751,1.9814077025232404
752,1.9854111405835544
753,1.976158940397351
754,1.9841269841269842
755,1.9828269484808454
756,1.992084432717678
757,1.9828722002635046
758,1.9736842105263157
759,1.9829172141918527
760,1.9881889763779528
761,1.984272608125819
762,1.9882198952879582
763,1.9869281045751634
764,1.9869451697127938
765,1.9882659713168187
766,1.9908854166666667
767,1.9817945383615085
768,1.981818181818182
769,1.9909208819714657
770,1.9818652849740932
771,1.9844760672703752
772,1.9767441860465116
773,1.9793548387096773
774,1.9858247422680413
775,1.972972972972973
776,1.9884318766066837
777,1.9858793324775352
778,1.985897435897436
779,1.9820742637644047
780,1.989769820971867
781,1.983397190293742
782,1.975765306122449
783,1.9847133757961783
784,1.9821882951653944
785,1.9834815756035578
786,1.9784263959390862
787,1.9835234474017744
788,1.9835443037974683
789,1.9848293299620734
790,1.9873737373737375
791,1.9861286254728878
792,1.978589420654912
793,1.9823899371069182
794,1.9899497487437185
795,1.9836888331242157
796,1.9862155388471179
797,1.981226533166458
798,1.98125
799,1.9812734082397003
